symbol,name,country,industry,Market Capitalization,Total Revenue,Shares Outstanding (mm),shares,currency,jakota_indicies,
7287.TSE,Nippon Seiki Co. Ltd.,Japan,Automotive Parts and Equipment,488,2033,60,"60,348,000",JPY,[],
6099.TSE,Elan Corporation,Japan,Health Care Services,332,266,61,"60,461,200",JPY,[],
3132.TSE,Macnica Holdings Inc.,Japan,Technology Distributors,2891,7376,61,"60,557,000",JPY,[],
241590.KO,Hwaseung Enterprise Co. Ltd.,South Korea,Footwear,337,1103,61,"60,589,300",KRW,[consumer-50],
074610.KO,ENPLUS Co. Ltd.,South Korea,Construction Machinery and Heavy Transportation Equipment,305,27,68,"60,591,300",KRW,[],
4599.TSE,StemRIM,Japan,Biotechnology,314,17,61,"60,767,300",JPY,[],
1950.TSE,Nippon Densetsu Kogyo Co. Ltd.,Japan,Construction and Engineering,904,1212,62,"61,472,200",JPY,[],
5809.TSE,TATSUTA Electric Wire and Cable Co. Ltd.,Japan,Electrical Components and Equipment,288,430,62,"61,780,400",JPY,[],
114090.KO,Grand Korea Leisure Co. Ltd.,South Korea,Casinos and Gaming,742,286,62,"61,855,700",KRW,[],
5703.TSE,Nippon Light Metal Holdings Company Ltd.,Japan,Aluminum,711,3570,62,"61,923,800",JPY,[],
000430.KO,Daewon Kang Up Co. Ltd.,South Korea,Automotive Parts and Equipment,249,838,62,"62,000,000",KRW,[],
6715.TW,Lintes Technology Co. Ltd.,Taiwan,Technology Hardware Storage and Peripherals,299,97,62,"62,087,000",TWD,[],
3191.TSE,Joyful Honda Co.Ltd.,Japan,Home Improvement Retail,728,914,62,"62,134,300",JPY,[consumer-50],
3491.TWO,Universal Microwave Technology Inc.,Taiwan,Electronic Components,300,55,63,"62,158,700",TWD,[tech-100],
5032.TSE,ANYCOLOR Inc.,Japan,Movies and Entertainment,1434,200,63,"62,321,200",JPY,[entertainment-100],
6741.TSE,Nippon Signal Co. Ltd.,Japan,Electronic Equipment and Instruments,396,592,62,"62,371,700",JPY,[tech-100],
3587.TWO,Materials Analysis Technology Inc.,Taiwan,Semiconductor Materials and Equipment,568,146,69,"62,487,600",TWD,[tech-100,semiconductors-25]
7283.TSE,Aisan Industry Co. Ltd.,Japan,Automotive Parts and Equipment,584,1796,63,"62,592,500",JPY,[],
9749.TSE,Fuji Soft Incorporated,Japan,Systems Software,2044,1998,63,"62,817,400",JPY,[tech-100],
8283.TSE,Paltac Corporation,Japan,Distributors,2014,7756,63,"62,846,800",JPY,[],
6782.TW,Visco Vision Inc.,Taiwan,Health Care Supplies,386,79,63,"63,000,000",TWD,[],
3148.TSE,Create SD Holdings Co. Ltd.,Japan,Drug Retail,1439,2727,63,"63,218,500",JPY,[consumer-50],
007660.KO,ISU Petasys Co. Ltd.,South Korea,Electronic Components,1302,510,63,"63,246,400",KRW,[tech-100],
4220.TSE,Riken Technos Corporation,Japan,Commodity Chemicals,309,864,63,"63,259,800",JPY,[],
4483.TSE,JMDC Inc.,Japan,Health Care Technology,2288,199,63,"63,305,400",JPY,[],
2206.TSE,Ezaki Glico Co. Ltd.,Japan,Packaged Foods and Meats,1746,2199,64,"63,590,800",JPY,[],
2734.TSE,SALA Corporation,Japan,Oil and Gas Refining and Marketing,332,1736,64,"63,645,100",JPY,[],
7184.TSE,The First Bank Of Toyama Ltd.,Japan,Regional Banks,421,227,64,"63,698,000",JPY,[],
9310.TSE,Japan Transcity Corporation,Japan,Marine Transportation,281,928,64,"63,918,000",JPY,[],
9072.TSE,NIKKON Holdings Co.Ltd.,Japan,Cargo Ground Transportation,1372,1487,64,"64,129,100",JPY,[],
294870.KO,HDC Hyundai Development Company,South Korea,Construction and Engineering,490,2780,65,"64,178,800",KRW,[],
4686.TSE,JustSystems Corporation,Japan,Application Software,1295,289,64,"64,223,900",JPY,[tech-100],
4781.TSE,Nihon Housing Co.Ltd.,Japan,Diversified Real Estate Activities,452,986,64,"64,312,600",JPY,[],
8129.TSE,Toho Holdings Co. Ltd.,Japan,Health Care Distributors,1380,9796,65,"64,631,300",JPY,[],
5444.TSE,Yamato Kogyo Co. Ltd.,Japan,Steel,3144,1217,64,"64,678,900",JPY,[],
9861.TSE,Yoshinoya Holdings Co. Ltd.,Japan,Restaurants,1228,1232,65,"64,680,100",JPY,[],
4118.TSE,Kaneka Corporation,Japan,Commodity Chemicals,1714,5158,65,"64,893,700",JPY,[],
4592.TSE,SanBio Company Limited,Japan,Biotechnology,274,-,65,"64,957,100",JPY,[],
4812.TSE,Information Services International-Dentsu Ltd.,Japan,IT Consulting and Other Services,2453,951,65,"65,068,500",JPY,[],
6592.TSE,Mabuchi Motor Co. Ltd.,Japan,Electrical Components and Equipment,1952,1151,65,"65,186,500",JPY,[],
8370.TSE,The Kiyo Bank Ltd.,Japan,Regional Banks,676,509,65,"65,243,000",JPY,[],
7220.TSE,Musashi Seimitsu Industry Co. Ltd.,Japan,Automotive Parts and Equipment,718,2213,65,"65,336,900",JPY,[],
2767.TSE,Tsuburaya Fields Holdings Inc.,Japan,Leisure Products,892,963,65,"65,398,600",JPY,[consumer-50],
8613.TSE,Marusan Securities Co. Ltd.,Japan,Investment Banking and Brokerage,371,108,66,"65,522,900",JPY,[],
8097.TSE,San-Ai Obbli Co. Ltd.,Japan,Oil and Gas Refining and Marketing,725,4454,66,"65,824,900",JPY,[],
003850.KO,Boryung Corporation,South Korea,Pharmaceuticals,491,622,66,"65,865,700",KRW,[],
7224.TSE,ShinMaywa Industries Ltd.,Japan,Construction Machinery and Heavy Transportation Equipment,568,1593,66,"65,912,200",JPY,[],
9830.TSE,Trusco Nakayama Corporation,Japan,Trading Companies and Distributors,1091,1779,66,"65,942,300",JPY,[],
6376.TSE,Nikkiso Co. Ltd.,Japan,Industrial Machinery and Supplies and Components,456,1223,66,"66,161,600",JPY,[],
180640.KO,Hanjin Kal,South Korea,Passenger Airlines,2083,184,67,"66,321,800",KRW,[consumer-50],
5393.TSE,Nichias Corporation,Japan,Building Products,1368,1678,66,"66,331,800",JPY,[],
5288.TW,Eurocharm Holdings Co. Ltd.,Taiwan,Automotive Parts and Equipment,352,257,66,"66,335,500",TWD,[],
192650.KO,DREAMTECH Co. Ltd.,South Korea,Electronic Manufacturing Services,690,855,66,"66,413,600",KRW,[tech-100],
1969.TSE,Takasago Thermal Engineering Co. Ltd.,Japan,Building Products,1297,2385,66,"66,498,100",JPY,[],
6407.TSE,CKD Corporation,Japan,Industrial Machinery and Supplies and Components,910,1068,67,"66,723,400",JPY,[],
9842.TSE,Arclands Corporation,Japan,Home Improvement Retail,696,2334,64,"67,325,904",JPY,[consumer-50],
2270.TSE,MEGMILK SNOW BRAND Co.Ltd.,Japan,Packaged Foods and Meats,1061,4102,68,"67,543,400",JPY,[],
7965.TSE,Zojirushi Corporation,Japan,Household Appliances,815,601,68,"67,631,200",JPY,[],
6613.TWO,Nova Technology Corporation,Taiwan,Industrial Machinery and Supplies and Components,274,292,69,"67,929,104",TWD,[],
6689.TW,eCloudvalley Digital Technology Co. Ltd.,Taiwan,Internet Services and Infrastructure,257,289,68,"68,000,000",TWD,[tech-100],
6269.TSE,MODEC Inc.,Japan,Oil and Gas Equipment and Services,880,2973,68,"68,307,296",JPY,[],
7966.TSE,LINTEC Corporation,Japan,Commodity Chemicals,1110,1938,68,"68,358,800",JPY,[],
6996.TSE,Nichicon Corporation,Japan,Electronic Components,641,1305,68,"68,417,000",JPY,[tech-100],
003000.KO,Bukwang Pharmaceutical Co. Ltd.,South Korea,Pharmaceuticals,314,146,69,"68,454,704",KRW,[],
001390.KO,KG Chemical Corporation,South Korea,Fertilizers and Agricultural Chemicals,361,6401,69,"68,469,000",KRW,[],
7164.TSE,ZENKOKU HOSHO Co.Ltd.,Japan,Specialized Finance,2292,350,69,"68,722,896",JPY,[],
6756.TW,VIA Labs Inc.,Taiwan,Technology Hardware Storage and Peripherals,439,66,69,"69,009,000",TWD,[],
3152.TWO,Advanced Ceramic X Corporation,Taiwan,Communications Equipment,448,44,69,"69,016,200",TWD,[tech-100],
7981.TSE,Takara Standard Co.Ltd.,Japan,Building Products,860,1593,69,"69,019,904",JPY,[],
3254.TSE,Pressance Corporation,Japan,Homebuilding,855,1116,69,"69,024,800",JPY,[],
6585.TW,DingZing Advanced Materials Inc.,Taiwan,Specialty Chemicals,243,82,69,"69,243,000",TWD,[],
300720.KO,Hanil Cement Co. Ltd.,South Korea,Construction Materials,614,1271,69,"69,261,504",KRW,[],
7014.TSE,Namura Shipbuilding Co. Ltd.,Japan,Construction Machinery and Heavy Transportation Equipment,416,815,69,"69,336,400",JPY,[],
5269.TW,ASMedia Technology Inc.,Taiwan,Semiconductors,2488,170,69,"69,363,504",TWD,[],
6655.TW,Keding Enterprises Co. Ltd.,Taiwan,Forest Products,261,78,70,"69,723,000",TWD,[],
7157.TSE,Lifenet Insurance Company,Japan,Life and Health Insurance,522,166,80,"69,779,504",JPY,[],
3201.TSE,The Japan Wool Textile Co. Ltd.,Japan,Textiles,645,787,71,"70,241,504",JPY,[],
5801.TSE,Furukawa Electric Co. Ltd.,Japan,Electrical Components and Equipment,1163,7279,70,"70,394,896",JPY,[],
215600.KQ,SillaJen Inc.,South Korea,Biotechnology,375,5,103,"70,529,104",KRW,[],
451800.KO,Hanwha REIT Co. Ltd.,South Korea,Office REITs,268,25,71,"70,600,000",KRW,[],
4820.TSE,EM Systems Co. Ltd.,Japan,Health Care Technology,356,129,71,"70,649,600",JPY,[],
267250.KO,HD Hyundai Co. Ltd.,South Korea,Oil and Gas Refining and Marketing,3458,49120,71,"70,668,400",KRW,[],
009540.KO,Korea Shipbuilding & Offshore Engineering Co. Ltd.,South Korea,Construction Machinery and Heavy Transportation Equipment,5793,14807,71,"70,714,600",KRW,[],
1959.TSE,Kyudenko Corporation,Japan,Construction and Engineering,2216,2856,71,"70,845,200",JPY,[],
6491.TW,Pegavision Corporation,Taiwan,Health Care Supplies,846,208,70,"70,907,800",TWD,[],
4246.TSE,DaikyoNishikawa Corporation,Japan,Automotive Parts and Equipment,394,1057,71,"71,072,096",JPY,[],
6803.TWO,ECOVE Environment Corp.,Taiwan,Environmental and Facilities Services,700,242,71,"71,082,800",TWD,[],
5930.TSE,Bunka Shutter Co. Ltd.,Japan,Building Products,454,1422,61,"71,154,896",JPY,[],
5727.TSE,Toho Titanium Co. Ltd.,Japan,Diversified Metals and Mining,870,529,71,"71,172,304",JPY,[],
361610.KO,SK IE Technology Co. Ltd.,South Korea,Specialty Chemicals,3894,461,71,"71,297,600",KRW,[],
6480.TSE,Nippon Thompson Co. Ltd.,Japan,Industrial Machinery and Supplies and Components,270,457,71,"71,307,504",JPY,[],
8273.TSE,Izumi Co. Ltd.,Japan,Broadline Retail,1913,3323,72,"71,496,304",JPY,[consumer-50],
082740.KO,HSD Engine Co. Ltd.,South Korea,Construction Machinery and Heavy Transportation Equipment,467,599,72,"71,522,400",KRW,[],
1934.TSE,Yurtec Corporation,Japan,Construction and Engineering,470,1604,72,"71,594,496",JPY,[],
9274.TSE,Kpp Group Holdings Co. Ltd.,Japan,Trading Companies and Distributors,339,4603,72,"71,691,696",JPY,[],
4043.TSE,Tokuyama Corporation,Japan,Specialty Chemicals,1151,2439,72,"71,951,296",JPY,[],
6436.TSE,Amano Corporation,Japan,Electronic Equipment and Instruments,1595,948,72,"71,975,600",JPY,[tech-100],
4953.TWO,Wistron Information Technology and Services Corporation,Taiwan,IT Consulting and Other Services,264,268,72,"72,344,000",TWD,[],
3962.TSE,CHANGE HoldingsInc.,Japan,IT Consulting and Other Services,835,155,72,"72,355,400",JPY,[],
5283.TW,Heran Co. Ltd.,Taiwan,Electronic Equipment and Instruments,249,204,73,"73,000,000",TWD,[tech-100],
3416.TW,Winmate Inc.,Taiwan,Electronic Components,274,89,77,"73,204,000",TWD,[tech-100],
6183.TSE,BELLSYSTEM24 Holdings Inc.,Japan,Data Processing and Outsourced Services,791,1118,74,"73,561,600",JPY,[],
5631.TSE,The Japan Steel Works Ltd.,Japan,Industrial Machinery and Supplies and Components,1375,1718,74,"73,595,504",JPY,[],
6138.TWO,Anpec Electronics Corporation,Taiwan,Semiconductors,329,155,74,"73,786,200",TWD,[],
000880.KO,Hanwha Corporation,South Korea,Industrial Conglomerates,1316,48897,74,"73,826,304",KRW,[],
9603.TSE,H.I.S. Co. Ltd.,Japan,Hotels Resorts and Cruise Lines,889,1455,74,"73,962,096",JPY,[],
8341.TSE,The 77 Bank Ltd.,Japan,Regional Banks,1636,870,74,"73,987,696",JPY,[],
6345.TSE,Aichi Corporation,Japan,Construction Machinery and Heavy Transportation Equipment,508,419,75,"74,026,800",JPY,[],
9543.TSE,Shizuoka Gas Co. Ltd.,Japan,Gas Utilities,510,1651,74,"74,150,000",JPY,[],
5384.TSE,Fujimi Incorporated,Japan,Specialty Chemicals,1493,391,74,"74,185,504",JPY,[],
5222.TW,Transcom Inc.,Taiwan,Semiconductors,362,36,75,"74,603,104",TWD,[],
8369.TSE,The Bank of Kyoto Ltd.,Japan,Regional Banks,4231,772,74,"74,660,200",JPY,[],
4733.TSE,OBIC Business Consultants Co. Ltd.,Japan,Application Software,3070,239,75,"75,172,000",JPY,[tech-100],
2782.TSE,Seria Co. Ltd.,Japan,Broadline Retail,1117,1478,75,"75,239,600",JPY,[consumer-50],
8114.TSE,Descente Ltd.,Japan,Apparel Accessories and Luxury Goods,2093,839,76,"75,504,200",JPY,[consumer-50],
8114.TW,Posiflex Technology Inc.,Taiwan,Electronic Equipment and Instruments,348,363,107,"75,515,800",TWD,[tech-100],
032350.KO,Lotte Tour Development Co. Ltd.,South Korea,Hotels Resorts and Cruise Lines,780,164,76,"75,570,800",KRW,[],
3592.TW,Raydium Semiconductor Corporation,Taiwan,Semiconductors,836,530,76,"75,855,200",TWD,[],
7780.TSE,Menicon Co. Ltd.,Japan,Health Care Supplies,971,773,76,"76,011,104",JPY,[],
293940.KO,Shinhan Alpha REIT Co. Ltd.,South Korea,Office REITs,399,77,88,"76,172,400",KRW,[],
383800.KO,LX Holdings Corp.,South Korea,Industrial Conglomerates,422,265,76,"76,234,896",KRW,[],
002790.KO,AMOREPACIFIC Group,South Korea,Personal Care Products,1814,3224,90,"76,259,504",KRW,[consumer-50],
7575.TSE,Japan Lifeline Co. Ltd.,Japan,Health Care Equipment,592,358,76,"76,270,600",JPY,[],
4540.TSE,Tsumura & Co.,Japan,Pharmaceuticals,1428,987,76,"76,391,400",JPY,[],
5857.TSE,ARE Holdings Inc.,Japan,Precious Metals and Minerals,980,2070,77,"76,643,200",JPY,[],
302440.KO,SK bioscience Co.Ltd.,South Korea,Biotechnology,3836,534,77,"76,784,000",KRW,[],
9759.TSE,NSD Co. Ltd.,Japan,IT Consulting and Other Services,1455,577,77,"76,867,904",JPY,[],
3660.TSE,istyle Inc.,Japan,Other Specialty Retail,260,297,77,"76,870,000",JPY,[],
7513.TSE,Kojima Co.Ltd.,Japan,Computer and Electronics Retail,332,1944,77,"77,117,696",JPY,[consumer-50],
448730.KO,Samsung FN REIT Co. Ltd.,South Korea,Office REITs,286,27,77,"77,300,000",KRW,[],
018260.KO,Samsung SDS Co.Ltd.,South Korea,IT Consulting and Other Services,7718,11495,77,"77,350,200",KRW,[],
6425.TSE,Universal Entertainment Corporation,Japan,Leisure Products,1152,1134,78,"77,484,000",JPY,[consumer-50],
4530.TSE,Hisamitsu Pharmaceutical Co. Inc.,Japan,Pharmaceuticals,2816,959,78,"77,495,504",JPY,[],
8919.TSE,KATITAS CO. Ltd.,Japan,Real Estate Development,1117,862,78,"77,733,696",JPY,[],
9301.TSE,Mitsubishi Logistics Corporation,Japan,Marine Ports and Services,2077,1989,78,"77,798,304",JPY,[],
6561.TWO,Chief Telecom Inc.,Taiwan,Alternative Carriers,856,101,78,"77,819,400",TWD,[],
3483.TWO,Forcecon Technology Co. Ltd.,Taiwan,Technology Hardware Storage and Peripherals,330,235,78,"77,869,400",TWD,[],
9832.TSE,Autobacs Seven Co. Ltd.,Japan,Automotive Retail,823,1667,78,"77,948,096",JPY,[consumer-50],
2001.TSE,Nippn Corporation,Japan,Packaged Foods and Meats,1141,2614,78,"77,964,000",JPY,[],
6406.TSE,Fujitec Co. Ltd.,Japan,Industrial Machinery and Supplies and Components,1823,1496,78,"77,973,000",JPY,[],
2114.TW,Hsin Yung Chien Co. Ltd.,Taiwan,Industrial Machinery and Supplies and Components,262,52,78,"77,991,800",TWD,[],
034230.KQ,PARADISE Co. Ltd.,South Korea,Casinos and Gaming,1037,645,86,"78,031,400",KRW,[],
326030.KO,SK Biopharmaceuticals Co. Ltd.,South Korea,Pharmaceuticals,4982,220,78,"78,313,200",KRW,[],
001450.KO,Hyundai Marine & Fire Insurance Co. Ltd.,South Korea,Property and Casualty Insurance,1878,13311,78,"78,414,496",KRW,[],
9744.TSE,Meitec Corporation,Japan,Human Resource and Employment Services,1412,842,78,"78,422,000",JPY,[],
4997.TSE,Nihon Nohyaku Co. Ltd.,Japan,Fertilizers and Agricultural Chemicals,353,693,78,"78,423,600",JPY,[],
8109.TWO,P-Duke Technology Co.Ltd.,Taiwan,Electrical Components and Equipment,245,63,79,"78,546,096",TWD,[],
9519.TSE,RENOVA Inc.,Japan,Renewable Electricity,621,240,79,"78,740,000",JPY,[],
9031.TSE,Nishi-Nippon Railroad Co. Ltd.,Japan,Rail Transportation,1312,3261,79,"78,830,200",JPY,[],
2471.TSE,S-Pool Inc.,Japan,Human Resource and Employment Services,258,187,79,"79,003,600",JPY,[],
9303.TSE,The Sumitomo Warehouse Co. Ltd.,Japan,Marine Ports and Services,1295,1392,79,"79,241,504",JPY,[],
8462.TW,Power Wind Health Industry Incorporated,Taiwan,Leisure Facilities,318,125,79,"79,375,400",TWD,[consumer-50],
4770.TW,Allied Supreme Corp.,Taiwan,Specialty Chemicals,724,203,80,"79,536,000",TWD,[],
3186.TSE,NEXTAGE Co. Ltd.,Japan,Automotive Retail,1205,3333,80,"79,563,696",JPY,[consumer-50],
1887.TSE,JDC Corporation,Japan,Construction and Engineering,375,1104,83,"79,578,600",JPY,[],
5463.TSE,Maruichi Steel Tube Ltd.,Japan,Steel,1998,1902,80,"79,623,504",JPY,[],
6203.TWO,Sea Sonic Electronics Co. Ltd.,Taiwan,Electronic Components,240,93,81,"79,953,000",TWD,[tech-100],
6013.TSE,Takuma Co. Ltd.,Japan,Industrial Machinery and Supplies and Components,831,979,80,"79,953,000",JPY,[],
015750.KQ,Sungwoo Hitech Co. Ltd.,South Korea,Automotive Parts and Equipment,543,3249,80,"79,991,600",KRW,[],
8715.TSE,Anicom Holdings Inc.,Japan,Property and Casualty Insurance,332,397,80,"80,016,704",JPY,[],
4583.TW,Apex Dynamics Inc.,Taiwan,Industrial Machinery and Supplies and Components,515,98,80,"80,171,400",TWD,[],
3583.TW,Scientech Corporation,Taiwan,Technology Distributors,494,200,80,"80,328,000",TWD,[],
6674.TSE,GS Yuasa Corporation,Japan,Electrical Components and Equipment,1442,3644,81,"80,453,400",JPY,[],
6187.TWO,All Ring Tech Co. Ltd.,Taiwan,Electronic Equipment and Instruments,286,44,82,"80,556,000",TWD,[tech-100],
8136.TSE,Sanrio Company Ltd.,Japan,Other Specialty Retail,3765,547,81,"80,667,104",JPY,[],
2247.TW,Pan German Universal Motors Ltd.,Taiwan,Automotive Retail,771,1571,81,"80,709,000",TWD,[consumer-50],
025980.KQ,Ananti Inc.,South Korea,Leisure Facilities,496,549,91,"80,892,400",KRW,[consumer-50],
7970.TSE,Shin-Etsu Polymer Co.Ltd.,Japan,Commodity Chemicals,719,758,81,"80,932,496",JPY,[],
6719.TW,uPI Semiconductor Corp.,Taiwan,Semiconductors,619,129,81,"81,030,000",TWD,[],
2157.TSE,Koshidaka Holdings Co. Ltd.,Japan,Leisure Facilities,647,365,82,"81,532,704",JPY,[consumer-50],
7947.TSE,FP Corporation,Japan,Metal Glass and Plastic Containers,1331,1488,82,"81,847,800",JPY,[],
2727.TW,Wowprime Corp.,Taiwan,Restaurants,668,677,82,"82,056,200",TWD,[],
1537.TW,Kung Long Batteries Industrial Co.Ltd,Taiwan,Electrical Components and Equipment,335,214,82,"82,064,000",TWD,[],
4565.TSE,Sosei Group Corporation,Japan,Pharmaceuticals,840,106,82,"82,336,496",JPY,[],
9987.TSE,Suzuken Co. Ltd.,Japan,Health Care Distributors,2540,16148,83,"82,731,904",JPY,[],
6768.TSE,Tamura Corporation,Japan,Electronic Components,307,751,82,"82,770,400",JPY,[tech-100],
9942.TW,NAK Sealing Technologies Corporation,Taiwan,Industrial Machinery and Supplies and Components,346,150,83,"83,161,296",TWD,[],
8020.TSE,Kanematsu Corporation,Japan,Trading Companies and Distributors,1208,6304,84,"83,474,200",JPY,[],
6750.TSE,Elecom Co. Ltd.,Japan,Technology Hardware Storage and Peripherals,969,718,84,"83,482,096",JPY,[],
3608.TSE,TSI Holdings Co.Ltd.,Japan,Apparel Accessories and Luxury Goods,444,1114,82,"83,575,000",JPY,[consumer-50],
8214.TSE,AOKI Holdings Inc.,Japan,Apparel Retail,571,1235,84,"83,902,496",JPY,[consumer-50],
6849.TSE,Nihon Kohden Corporation,Japan,Health Care Equipment,2068,1459,84,"84,126,400",JPY,[],
6200.TSE,Insource Co. Ltd.,Japan,Human Resource and Employment Services,579,72,84,"84,194,304",JPY,[],
3218.TWO,Universal Vision Biotechnology Co. Ltd.,Taiwan,Health Care Services,884,125,85,"84,724,704",TWD,[],
006360.KO,GS Engineering & Construction Corporation,South Korea,Construction and Engineering,879,10541,85,"84,888,896",KRW,[],
3680.TWO,Gudeng Precision Industrial Co. Ltd.,Taiwan,Semiconductor Materials and Equipment,944,155,88,"85,369,000",TWD,[tech-100,semiconductors-25]
7148.TSE,Financial Products Group Co. Ltd.,Japan,Specialized Finance,767,413,85,"85,402,896",JPY,[],
6781.TW,Advanced Energy Solution Holding Co. Ltd.,Taiwan,Electrical Components and Equipment,1695,409,85,"85,419,000",TWD,[],
3552.TWO,Tung Thih Electronic Co. Ltd.,Taiwan,Automotive Parts and Equipment,348,301,86,"85,593,000",TWD,[],
8081.TW,Global Mixed-Mode Technology Inc.,Taiwan,Semiconductors,695,236,86,"85,729,000",TWD,[],
1760.TW,Panion & Bf Biotech Inc.,Taiwan,Pharmaceuticals,273,64,86,"85,739,000",TWD,[],
2607.TSE,Fuji Oil Holdings Inc.,Japan,Packaged Foods and Meats,1304,3877,86,"85,965,400",JPY,[],
2811.TSE,Kagome Co. Ltd.,Japan,Packaged Foods and Meats,1882,1488,86,"86,075,200",JPY,[],
3324.TWO,Auras Technology Co. Ltd.,Taiwan,Technology Hardware Storage and Peripherals,853,406,86,"86,094,096",TWD,[],
8511.TSE,Japan Securities Finance Co. Ltd.,Japan,Specialized Finance,860,312,86,"86,109,296",JPY,[],
4061.TSE,Denka Company Limited,Japan,Commodity Chemicals,1595,2774,86,"86,229,800",JPY,[],
6230.TW,Nidec Chaun-Choung Technology Corporation,Taiwan,Electronic Components,394,397,86,"86,343,000",TWD,[tech-100],
3454.TW,Vivotek Inc.,Taiwan,Electronic Equipment and Instruments,414,351,87,"86,568,000",TWD,[tech-100],
6703.TSE,Oki Electric Industry Co. Ltd.,Japan,Electronic Equipment and Instruments,598,2576,87,"86,619,600",JPY,[tech-100],
5289.TWO,Innodisk Corporation,Taiwan,Technology Hardware Storage and Peripherals,814,290,88,"86,666,600",TWD,[],
7616.TSE,Colowide Co.Ltd.,Japan,Restaurants,1386,1569,87,"86,679,600",JPY,[],
8278.TSE,Fuji Co. Ltd.,Japan,Food Retail,1042,5659,87,"86,682,496",JPY,[consumer-50],
2154.TSE,Open Up Group Inc.,Japan,Human Resource and Employment Services,1070,1118,87,"86,808,000",JPY,[],
2726.TSE,PAL GROUP Holdings CO. LTD.,Japan,Apparel Retail,1111,1233,87,"86,823,296",JPY,[consumer-50],
3397.TSE,TORIDOLL Holdings Corporation,Japan,Restaurants,2162,1364,87,"87,139,296",JPY,[],
7906.TSE,YONEX Co. Ltd.,Japan,Leisure Products,948,770,87,"87,151,800",JPY,[consumer-50],
5021.TSE,Cosmo Energy Holdings Co. Ltd.,Japan,Oil and Gas Refining and Marketing,3190,18937,87,"87,365,104",JPY,[],
6691.TW,Yankey Engineering Co. Ltd.,Taiwan,Construction and Engineering,709,506,87,"87,388,800",TWD,[],
2175.TSE,SMS Co. Ltd.,Japan,Human Resource and Employment Services,1449,334,88,"87,559,000",JPY,[],
3617.TW,Cyber Power Systems Inc.,Taiwan,Electrical Components and Equipment,791,370,88,"87,676,000",TWD,[],
6409.TW,Voltronic Power Technology Corp.,Taiwan,Electrical Components and Equipment,4319,706,88,"87,746,000",TWD,[],
8478.TW,Alexander Marine Co. Ltd.,Taiwan,Leisure Products,1027,182,88,"87,972,000",TWD,[consumer-50],
3101.TSE,Toyobo Co. Ltd.,Japan,Commodity Chemicals,657,2738,88,"88,011,200",JPY,[],
2593.TSE,Ito En Ltd.,Japan,Soft Drinks and Non-alcoholic Beverages,3225,3093,121,"88,236,400",JPY,[consumer-50],
3673.TSE,Broadleaf Co. Ltd.,Japan,Application Software,295,102,89,"88,389,400",JPY,[tech-100],
357120.KO,Koramco Energy Plus Reit,South Korea,Other Specialized REITs,359,54,89,"88,534,496",KRW,[],
4722.TSE,Future Corporation,Japan,IT Consulting and Other Services,883,388,89,"88,556,000",JPY,[],
033290.KQ,COWELL FASHION Co.Ltd,South Korea,Apparel Accessories and Luxury Goods,445,903,84,"88,663,600",KRW,[consumer-50],
4205.TWO,Chung Hwa Food Industrial Co. Ltd.,Taiwan,Packaged Foods and Meats,276,61,89,"88,772,000",TWD,[],
329180.KO,Hd Hyundai Heavy Industries Co. Ltd.,South Korea,Construction Machinery and Heavy Transportation Equipment,7940,8029,89,"88,773,104",KRW,[],
8051.TSE,Yamazen Corporation,Japan,Trading Companies and Distributors,707,3599,89,"88,843,504",JPY,[],
6544.TSE,Japan Elevator Service Holdings Co.Ltd.,Japan,Diversified Support Services,1331,253,89,"89,058,400",JPY,[],
016360.KO,Samsung Securities Co. Ltd.,South Korea,Investment Banking and Brokerage,2422,7269,89,"89,300,000",KRW,[],
8996.TW,Kaori Heat Treatment Co. Ltd.,Taiwan,Industrial Machinery and Supplies and Components,823,126,89,"89,384,096",TWD,[],
7241.TSE,Futaba Industrial Co. Ltd.,Japan,Automotive Parts and Equipment,466,5251,89,"89,426,800",JPY,[],
6498.TSE,KITZ Corporation,Japan,Industrial Machinery and Supplies and Components,627,1136,90,"89,622,704",JPY,[],
4765.TSE,SBI Global Asset Management Co. Ltd.,Japan,Financial Exchanges and Data,343,64,90,"89,673,504",JPY,[],
3217.TWO,Argosy Research Inc.,Taiwan,Electronic Equipment and Instruments,374,81,90,"90,104,000",TWD,[tech-100],
4968.TW,RichWave Technology Corporation,Taiwan,Semiconductors,405,98,90,"90,169,000",TWD,[],
6104.TWO,Genesys Logic Inc.,Taiwan,Semiconductors,290,74,90,"90,279,000",TWD,[],
7867.TSE,TOMY Company Ltd.,Japan,Leisure Products,1339,1320,91,"90,724,896",JPY,[consumer-50],
4536.TW,Topkey Corporation,Taiwan,Leisure Products,470,365,91,"90,820,000",TWD,[consumer-50],
7003.TSE,MITSUI E&S Co. Ltd.,Japan,Construction Machinery and Heavy Transportation Equipment,441,1890,111,"91,010,600",JPY,[],
6807.TSE,Japan Aviation Electronics Industry Limited,Japan,Electronic Components,1816,1599,91,"91,100,496",JPY,[tech-100],
5202.TSE,Nippon Sheet Glass Company Limited,Japan,Building Products,498,5489,91,"91,252,000",JPY,[],
6995.TSE,Tokai Rika Co. Ltd.,Japan,Automotive Parts and Equipment,1443,3990,91,"91,322,800",JPY,[],
8066.TSE,Mitani Corporation,Japan,Trading Companies and Distributors,843,2230,89,"91,365,600",JPY,[],
